ID,JOB SERIES:,GS LEVEL:,TYPE:,Functional Competency Designation,COMPETENCY:,DESCRIPTION,APPLICABLE PROFICIENCY RATINGS,Column9,Column10,Column11
136,501,SENIOR (14-15),Secondary,Job Specific Competencies,Risk Management,"Knowledge of the principles, methods, and tools used for risk assessment and mitigation, including identification of opportunities and assessment of failures and their consequences.",4,,,
137,501,SENIOR (14-15),Secondary,Job Specific Competencies,Robotic Process Automation,"Knowledge of principles, procedures, and techniques associated with software that can be easily implemented to replace/perform basic, repetitive tasks (e.g., processing transactions, gathering and integrating data, responding to inquiries) across software applications.",3,,,
138,510,ENTRY (7-9),Personal,General Career Competencies,Accountability,"Holds self and others accountable for measurable high-quality, timely, and cost-effective results; determines objectives, sets priorities, and delegates work; accepts responsibility for mistakes; complies with established control systems and rules.",1,2,3,
139,510,ENTRY (7-9),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,1,2,3,
140,510,ENTRY (7-9),Projects,General Career Competencies,Business Process Improvement,"Knowledge of methodologies relevant to understanding, analyzing, and optimizing existing business processes; documents and understands current business processes, identifies issues, suggests process improvements, participates in implementing improvements, or monitors to ensure that improvements work as designed.",1,2,,
141,510,ENTRY (7-9),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",1,,,
142,510,ENTRY (7-9),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",1,2,,
143,510,ENTRY (7-9),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",1,2,,
144,510,ENTRY (7-9),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",1,,,
145,510,ENTRY (7-9),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,1,,,
146,510,ENTRY (7-9),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",1,2,,
147,510,ENTRY (7-9),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",1,,,
148,510,ENTRY (7-9),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",1,,,
149,510,ENTRY (7-9),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",1,,,
150,510,ENTRY (7-9),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,1,2,,
151,510,ENTRY (7-9),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",1,2,3,
152,510,ENTRY (7-9),Personal,General Career Competencies,Interpersonal Skills,"Shows understanding, friendliness, courtesy, tact, empathy, concern, and politeness to others; develops and maintains effective relationships with others; may include effectively dealing with individuals who are difficult, hostile, or distressed; relates well to people from varied backgrounds and different situations; is sensitive to cultural diversity, race, gender, disabilities, and other individual differences",1,2,3,
153,510,ENTRY (7-9),Personal,General Career Competencies,Learning,"Uses efficient learning techniques to acquire and apply new knowledge and skills; uses formal and informal training, feedback, or other opportunities for self-learning and development.",1,2,3,
154,510,ENTRY (7-9),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,1,,,
155,510,ENTRY (7-9),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",1,,,
156,510,ENTRY (7-9),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",1,,,
157,510,ENTRY (7-9),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",1,2,,
158,510,ENTRY (7-9),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,1,2,3,
159,510,ENTRY (7-9),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",1,,,
160,510,ENTRY (7-9),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",1,,,
161,510,ENTRY (7-9),Personal,General Career Competencies,Technology Proficiency,"Applies existing technologies (e.g., software, applications, online systems and databases), within IT governance and rules, to meet organizational requirements. Shares technology knowledge with others in the organization. Identifies potential opportunities for the use of new or emerging technologies to improve business processes.",1,2,,
162,510,ENTRY (7-9),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",1,,,
163,510,ENTRY (7-9),Primary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",1,2,,
164,510,ENTRY (7-9),Primary,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",1,2,,
165,510,ENTRY (7-9),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",1,2,,
166,510,ENTRY (7-9),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",1,2,,
167,510,ENTRY (7-9),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",1,2,,
168,510,ENTRY (7-9),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",1,2,,
169,510,ENTRY (7-9),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,1,,,
170,510,ENTRY (7-9),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",1,2,,
171,510,ENTRY (7-9),Secondary,Job Specific Competencies,"Data Analytics, Management, and Visualization","Knowledge of principles, procedures, and tools used to manage and analyze data in order to make conclusions about that information; identifies trends and metrics from large data sets; presents data in a visually clear way to enable decision makers to identify patterns and grasp difficult concepts.",1,2,,
172,510,ENTRY (7-9),Primary,Job Specific Competencies,Decision Support,"Knowledge of decision support theories, methods, and tools for identifying, synthesizing, representing, and evaluating the important aspects of a decision situation and prescribing the recommended course for decision makers and other stakeholders",1,2,,
173,510,ENTRY (7-9),Alternate,Job Specific Competencies,"Financial Concepts, Policies and Principles","Apply fiscal law, policies, regulations principles, standards, and procedures to financial management activities",1,2,,
174,510,ENTRY (7-9),Secondary,Job Specific Competencies,Financial Management Analysis,"Analyze, evaluate and review budget and program issues and financial data and reports using business tools and applications, cost and economic analysis, and performance metrics to provide recommendations",1,2,3,
175,510,ENTRY (7-9),Primary,Job Specific Competencies,Financial Management Systems,"Knowledge of the standards, architecture, and specifications of automated financial systems, including source documents, system flows, system interfaces, and related internal controls",1,2,,
176,510,ENTRY (7-9),Primary,Job Specific Competencies,Financial Reporting,"Prepare, review, and reconcile financial statements and financial reports to meet reporting requirements and to support management decisions",1,2,,
177,510,ENTRY (7-9),Primary,Job Specific Competencies,Financial Stewardship,"Manage, allocate, and monitor financial resources in compliance with laws, regulations, and policies, with sufficient transparency and appropriate internal controls to ensure these resources are efficiently applied to meet organizational goals and objectives, while considering the Federal Government's fiduciary duty to the Nation.",1,2,3,
178,510,ENTRY (7-9),Secondary,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",1,2,3,4
179,510,ENTRY (7-9),Alternate,Job Specific Competencies,"Payroll Concepts, Policies and Principles","Apply military and civilian pay legislation, administrative and regulatory requirements, laws and policies governing military and civilian pay activities and processes",1,2,,
180,510,ENTRY (7-9),Secondary,Job Specific Competencies,Robotic Process Automation,"Knowledge of principles, procedures, and techniques associated with software that can be easily implemented to replace/perform basic, repetitive tasks (e.g., processing transactions, gathering and integrating data, responding to inquiries) across software applications.",1,2,,
181,510,MID (10-13),Personal,General Career Competencies,Accountability,"Holds self and others accountable for measurable high-quality, timely, and cost-effective results; determines objectives, sets priorities, and delegates work; accepts responsibility for mistakes; complies with established control systems and rules.",4,,,
182,510,MID (10-13),Projects,General Career Competencies,Business Process Improvement,"Knowledge of methodologies relevant to understanding, analyzing, and optimizing existing business processes; documents and understands current business processes, identifies issues, suggests process improvements, participates in implementing improvements, or monitors to ensure that improvements work as designed.",3,,,
183,510,MID (10-13),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",2,3,,
184,510,MID (10-13),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",3,4,,
185,510,MID (10-13),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",2,3,,
186,510,MID (10-13),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,2,3,,
187,510,MID (10-13),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",3,,,
188,510,MID (10-13),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,1,2,3,
189,510,MID (10-13),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",2,3,,
190,510,MID (10-13),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",2,,,
191,510,MID (10-13),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",2,3,,
192,510,MID (10-13),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",4,,,
193,510,MID (10-13),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,2,,,
194,510,MID (10-13),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",2,3,,
195,510,MID (10-13),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",2,3,,
196,510,MID (10-13),Projects,General Career Competencies,Organizational Awareness,"Knows the organization’s mission and functions, and how its social, political, and technological systems work and operates effectively within them; this includes the programs, policies, procedures, rules, and regulations of the organization",1,,,
197,510,MID (10-13),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",3,,,
198,510,MID (10-13),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",1,2,3,
199,510,MID (10-13),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,4,,,
200,510,MID (10-13),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",2,3,,
201,510,MID (10-13),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",2,3,,
202,510,MID (10-13),Personal,General Career Competencies,Technology Proficiency,"Applies existing technologies (e.g., software, applications, online systems and databases), within IT governance and rules, to meet organizational requirements. Shares technology knowledge with others in the organization. Identifies potential opportunities for the use of new or emerging technologies to improve business processes.",3,,,
203,510,MID (10-13),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",2,3,,
204,510,MID (10-13),Primary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",3,4,,
205,510,MID (10-13),Primary,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",3,4,,
206,510,MID (10-13),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",3,4,,
207,510,MID (10-13),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",3,4,,
208,510,MID (10-13),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",3,4,,
209,510,MID (10-13),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",3,4,,
210,510,MID (10-13),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,2,3,,
211,510,MID (10-13),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",3,4,,
212,510,MID (10-13),Secondary,Job Specific Competencies,"Data Analytics, Management, and Visualization","Knowledge of principles, procedures, and tools used to manage and analyze data in order to make conclusions about that information; identifies trends and metrics from large data sets; presents data in a visually clear way to enable decision makers to identify patterns and grasp difficult concepts.",3,,,
213,510,MID (10-13),Primary,Job Specific Competencies,Decision Support,"Knowledge of decision support theories, methods, and tools for identifying, synthesizing, representing, and evaluating the important aspects of a decision situation and prescribing the recommended course for decision makers and other stakeholders",3,4,,
214,510,MID (10-13),Alternate,Job Specific Competencies,"Financial Concepts, Policies and Principles","Apply fiscal law, policies, regulations principles, standards, and procedures to financial management activities",3,4,,
215,510,MID (10-13),Secondary,Job Specific Competencies,Financial Management Analysis,"Analyze, evaluate and review budget and program issues and financial data and reports using business tools and applications, cost and economic analysis, and performance metrics to provide recommendations",4,,,
216,510,MID (10-13),Primary,Job Specific Competencies,Financial Management Systems,"Knowledge of the standards, architecture, and specifications of automated financial systems, including source documents, system flows, system interfaces, and related internal controls",3,,,
217,510,MID (10-13),Primary,Job Specific Competencies,Financial Reporting,"Prepare, review, and reconcile financial statements and financial reports to meet reporting requirements and to support management decisions",3,4,,
218,510,MID (10-13),Primary,Job Specific Competencies,Financial Stewardship,"Manage, allocate, and monitor financial resources in compliance with laws, regulations, and policies, with sufficient transparency and appropriate internal controls to ensure these resources are efficiently applied to meet organizational goals and objectives, while considering the Federal Government's fiduciary duty to the Nation.",4,,,
219,510,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Budget,"Knowledge of the principles and practices of budget administration and analysis; including preparing, justifying, reporting on, and executing the budget; and the relationships among program, budget, accounting, and reporting systems",1,,,
220,510,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",1,,,
221,510,MID (10-13),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,1,,,
222,510,MID (10-13),Alternate,Job Specific Competencies,"Payroll Concepts, Policies and Principles","Apply military and civilian pay legislation, administrative and regulatory requirements, laws and policies governing military and civilian pay activities and processes",3,4,,
223,510,MID (10-13),Secondary,Job Specific Competencies,Risk Management,"Knowledge of the principles, methods, and tools used for risk assessment and mitigation, including identification of opportunities and assessment of failures and their consequences.",1,2,3,
224,510,SENIOR (14-15),Personal,General Career Competencies,Accountability,"Holds self and others accountable for measurable high-quality, timely, and cost-effective results; determines objectives, sets priorities, and delegates work; accepts responsibility for mistakes; complies with established control systems and rules.",5,,,
225,510,SENIOR (14-15),Personal,General Career Competencies,Attention to Detail,Is thorough when performing work and conscientious about attending to detail,5,,,
226,510,SENIOR (14-15),Projects,General Career Competencies,Business Process Improvement,"Knowledge of methodologies relevant to understanding, analyzing, and optimizing existing business processes; documents and understands current business processes, identifies issues, suggests process improvements, participates in implementing improvements, or monitors to ensure that improvements work as designed.",4,,,
227,510,SENIOR (14-15),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",4,5,,
228,510,SENIOR (14-15),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",3,4,,
229,510,SENIOR (14-15),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",5,,,
230,510,SENIOR (14-15),Projects,General Career Competencies,Decision Making,"Makes sound, well-informed, and objective decisions; perceives the impact and implications of decisions; commits to action, even in uncertain situations, to accomplish organizational goals; causes change ",4,5,,
231,510,SENIOR (14-15),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,4,5,,
232,510,SENIOR (14-15),Personal,General Career Competencies,Digital Collaboration,"Uses digital tools and technologies for communication, knowledge-sharing, and collaborative processes; works with others to construct and create resources and knowledge, or provide services, in a digital environment.",4,,,
233,510,SENIOR (14-15),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,4,5,,
234,510,SENIOR (14-15),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",4,5,,
235,510,SENIOR (14-15),Leading,General Career Competencies,Human Capital Management,"Builds and manages workforce based on organizational goals, budget considerations, and staffing needs; ensures that employees are appropriately recruited, selected, appraised, and rewarded; takes action to address performance problems; manages a multi-sector workforce and a variety of work situations",3,4,,
236,510,SENIOR (14-15),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",4,,,
237,510,SENIOR (14-15),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,3,4,,
238,510,SENIOR (14-15),Personal,General Career Competencies,Integrity and Honesty,"Contributes to maintaining the integrity of the organization; displays high standards of ethical conduct and understands the impact of violating these standards on an organization, self, and others; is trustworthy",5,,,
239,510,SENIOR (14-15),Personal,General Career Competencies,Interpersonal Skills,"Shows understanding, friendliness, courtesy, tact, empathy, concern, and politeness to others; develops and maintains effective relationships with others; may include effectively dealing with individuals who are difficult, hostile, or distressed; relates well to people from varied backgrounds and different situations; is sensitive to cultural diversity, race, gender, disabilities, and other individual differences",4,,,
240,510,SENIOR (14-15),Personal,General Career Competencies,Learning,"Uses efficient learning techniques to acquire and apply new knowledge and skills; uses formal and informal training, feedback, or other opportunities for self-learning and development.",4,,,
241,510,SENIOR (14-15),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,3,4,,
242,510,SENIOR (14-15),Projects,General Career Competencies,Mission and Culture,"Knowledge of agency and/or office goals, priorities, purpose, and its underlying values; ability to contribute to agency and/or office success, improvements, and workforce development.",4,,,
243,510,SENIOR (14-15),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",4,5,,
244,510,SENIOR (14-15),Projects,General Career Competencies,Organizational Awareness,"Knows the organization’s mission and functions, and how its social, political, and technological systems work and operates effectively within them; this includes the programs, policies, procedures, rules, and regulations of the organization",2,3,,
245,510,SENIOR (14-15),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",4,5,,
246,510,SENIOR (14-15),Projects,General Career Competencies,Project Management,"Knowledge of the principles, methods, or tools for developing, scheduling, coordinating, and managing projects and resources, including monitoring and inspecting costs, work, and performance.",4,,,
247,510,SENIOR (14-15),Personal,General Career Competencies,Public Service Motivation,Shows a commitment to serve the public; ensures that actions meet public needs; aligns organizational objectives and practices with public interests,5,,,
248,510,SENIOR (14-15),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",4,,,
249,510,SENIOR (14-15),Projects,General Career Competencies,Team Building,"Inspires and fosters team commitment, spirit, pride, and trust; facilitates cooperation and motivates team members to accomplish group goals",4,5,,
250,510,SENIOR (14-15),Personal,General Career Competencies,Technology Proficiency,"Applies existing technologies (e.g., software, applications, online systems and databases), within IT governance and rules, to meet organizational requirements. Shares technology knowledge with others in the organization. Identifies potential opportunities for the use of new or emerging technologies to improve business processes.",4,,,
251,510,SENIOR (14-15),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",4,,,
252,510,SENIOR (14-15),Primary,Job Specific Competencies,Accounting Analysis,"Analyze, evaluate, and review accounting data and reports using business tools and applications, and performance metrics to provide recommendations.",5,,,
253,510,SENIOR (14-15),Primary,Job Specific Competencies,"Accounting Concepts, Policies and Principles","Apply federal accounting standards, fiscal law, policies, regulations, principles, standards, internal controls and procedures to financial management activities",5,,,
254,510,SENIOR (14-15),Secondary,Job Specific Competencies,Advanced Financial Management,"Develop, monitor, interpret, and report standardized processes/operations to ensure transparency and compliance with financial statutory, regulatory, and leadership guidance with the intent of promoting effectiveness and accountability.",5,,,
255,510,SENIOR (14-15),Alternate,Job Specific Competencies,"Audit Concepts, Policies and Principles","Apply the Federal Acquisition Regulation (FAR), Generally Accepted Government Auditing Standards (GAGAS), Generally Accepted Auditing Standards (GAAS), fiscal law, internal controls, policies, regulations, principles, standards and procedures governing audit activities",5,,,
256,510,SENIOR (14-15),Alternate,Job Specific Competencies,"Budget Concepts, Policies and Principles","Apply fiscal law, policies, regulations, principles, standards, and procedures to financial management activities.",5,,,
257,510,SENIOR (14-15),Secondary,Job Specific Competencies,Budget Execution,"Manage budget requirements by allocating, monitoring, and analyzing budgets in compliance with statutory/regulatory guidance.",5,,,
258,510,SENIOR (14-15),Secondary,Job Specific Competencies,"Budget Formulation, Justification, and Presentation",Developing a budget and knowing how to properly allocate funds according to regulations is vital to solving constant resource challenges.,4,5,,
259,510,SENIOR (14-15),Alternate,Job Specific Competencies,"Commercial Pay Concepts, Policies and Principles","Apply commercial pay legislation, administrative and regulatory requirements, laws and policies governing commercial pay activities and processes",5,,,
260,510,SENIOR (14-15),Secondary,Job Specific Competencies,Contract Management,"Knowledge of the tools and techniques used to propose, plan, initiate, and manage contracts and other Federal funding instruments and the associated deliverables, deadlines, and contract terms and conditions.",1,2,3,
261,510,SENIOR (14-15),Secondary,Job Specific Competencies,"Data Analytics, Management, and Visualization","Knowledge of principles, procedures, and tools used to manage and analyze data in order to make conclusions about that information; identifies trends and metrics from large data sets; presents data in a visually clear way to enable decision makers to identify patterns and grasp difficult concepts.",4,,,
262,510,SENIOR (14-15),Primary,Job Specific Competencies,Decision Support,"Knowledge of decision support theories, methods, and tools for identifying, synthesizing, representing, and evaluating the important aspects of a decision situation and prescribing the recommended course for decision makers and other stakeholders",5,,,
263,510,SENIOR (14-15),Alternate,Job Specific Competencies,"Financial Concepts, Policies and Principles","Apply fiscal law, policies, regulations principles, standards, and procedures to financial management activities",5,,,
264,510,SENIOR (14-15),Secondary,Job Specific Competencies,Financial Management Analysis,"Analyze, evaluate and review budget and program issues and financial data and reports using business tools and applications, cost and economic analysis, and performance metrics to provide recommendations",5,,,
265,510,SENIOR (14-15),Primary,Job Specific Competencies,Financial Management Systems,"Knowledge of the standards, architecture, and specifications of automated financial systems, including source documents, system flows, system interfaces, and related internal controls",4,,,
266,510,SENIOR (14-15),Primary,Job Specific Competencies,Financial Reporting,"Prepare, review, and reconcile financial statements and financial reports to meet reporting requirements and to support management decisions",5,,,
267,510,SENIOR (14-15),Primary,Job Specific Competencies,Financial Stewardship,"Manage, allocate, and monitor financial resources in compliance with laws, regulations, and policies, with sufficient transparency and appropriate internal controls to ensure these resources are efficiently applied to meet organizational goals and objectives, while considering the Federal Government's fiduciary duty to the Nation.",5,,,
268,510,SENIOR (14-15),Secondary,Job Specific Competencies,Fundamentals and Operations of Accounting,"Knowledge of traditional accounting practices including accrual, obligations, and costs methods",5,,,
269,510,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Budget,"Knowledge of the principles and practices of budget administration and analysis; including preparing, justifying, reporting on, and executing the budget; and the relationships among program, budget, accounting, and reporting systems",2,,,
270,510,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",2,,,
271,510,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Military and Civilian Pay,Research and analyze legislative and regulatory guidance related to entitlements to ensure proper payments,2,,,
