ID,JOB SERIES:,GS LEVEL:,TYPE:,Functional Competency Designation,COMPETENCY:,DESCRIPTION,APPLICABLE PROFICIENCY RATINGS,Column9,Column10,Column11
121,560,ENTRY (7-9),Secondary,Job Specific Competencies,Fundamentals and Operations of Budget,"Knowledge of the principles and practices of budget administration and analysis; including preparing, justifying, reporting on, and executing the budget; and the relationships among program, budget, accounting, and reporting systems",1,2,3,4
122,501,MID (10-13),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",2,3,,
123,501,SENIOR (14-15),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",4,5,,
124,501,MID (10-13),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",2,3,,
125,501,SENIOR (14-15),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",4,,,
126,510,MID (10-13),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",2,3,,
127,510,SENIOR (14-15),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",4,5,,
128,510,MID (10-13),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",2,3,,
129,510,SENIOR (14-15),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",4,,,
130,511,MID (10-13),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",2,3,,
131,511,SENIOR (14-15),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",4,5,,
132,511,MID (10-13),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",2,3,,
133,511,SENIOR (14-15),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",4,,,
134,560,MID (10-13),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",2,3,,
135,560,SENIOR (14-15),Personal,General Career Competencies,Oral Communications,"Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately.",4,5,,
136,560,MID (10-13),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",1,2,3,
137,560,SENIOR (14-15),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",4,,,
138,501,SENIOR (14-15),Personal,General Career Competencies,Interpersonal Skills,"Shows understanding, friendliness, courtesy, tact, empathy, concern, and politeness to others; develops and maintains effective relationships with others; may include effectively dealing with individuals who are difficult, hostile, or distressed; relates well to people from varied backgrounds and different situations; is sensitive to cultural diversity, race, gender, disabilities, and other individual differences",4,,,
139,510,SENIOR (14-15),Personal,General Career Competencies,Interpersonal Skills,"Shows understanding, friendliness, courtesy, tact, empathy, concern, and politeness to others; develops and maintains effective relationships with others; may include effectively dealing with individuals who are difficult, hostile, or distressed; relates well to people from varied backgrounds and different situations; is sensitive to cultural diversity, race, gender, disabilities, and other individual differences",4,,,
140,511,SENIOR (14-15),Personal,General Career Competencies,Interpersonal Skills,"Shows understanding, friendliness, courtesy, tact, empathy, concern, and politeness to others; develops and maintains effective relationships with others; may include effectively dealing with individuals who are difficult, hostile, or distressed; relates well to people from varied backgrounds and different situations; is sensitive to cultural diversity, race, gender, disabilities, and other individual differences",4,,,
141,560,SENIOR (14-15),Personal,General Career Competencies,Interpersonal Skills,"Shows understanding, friendliness, courtesy, tact, empathy, concern, and politeness to others; develops and maintains effective relationships with others; may include effectively dealing with individuals who are difficult, hostile, or distressed; relates well to people from varied backgrounds and different situations; is sensitive to cultural diversity, race, gender, disabilities, and other individual differences",4,,,
142,501,ENTRY (7-9),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",1,2,,
143,510,ENTRY (7-9),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",1,2,,
144,511,ENTRY (7-9),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",1,2,,
145,560,ENTRY (7-9),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",1,2,,
146,501,MID (10-13),Personal,General Career Competencies,Accountability,"Holds self and others accountable for measurable high-quality, timely, and cost-effective results; determines objectives, sets priorities, and delegates work; accepts responsibility for mistakes; complies with established control systems and rules.",4,,,
147,501,MID (10-13),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,2,3,,
148,501,SENIOR (14-15),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,4,5,,
149,510,MID (10-13),Personal,General Career Competencies,Accountability,"Holds self and others accountable for measurable high-quality, timely, and cost-effective results; determines objectives, sets priorities, and delegates work; accepts responsibility for mistakes; complies with established control systems and rules.",4,,,
150,510,MID (10-13),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,2,3,,
151,510,SENIOR (14-15),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,4,5,,
152,511,MID (10-13),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,2,3,,
153,511,SENIOR (14-15),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,4,5,,
154,560,MID (10-13),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,2,3,,
155,560,SENIOR (14-15),Leading,General Career Competencies,Developing Others,Develops the ability of others to perform and contribute to the organization by providing ongoing feedback and by providing opportunities to learn through formal and informal methods.,4,5,,
156,501,MID (10-13),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",2,3,,
157,501,SENIOR (14-15),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",4,5,,
158,510,MID (10-13),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",2,3,,
159,510,SENIOR (14-15),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",4,5,,
160,511,MID (10-13),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",2,3,,
161,511,SENIOR (14-15),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",4,5,,
162,560,MID (10-13),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",2,3,,
163,560,SENIOR (14-15),Leading,General Career Competencies,Conflict Management,"Manages and resolves conflicts, grievances, confrontations, or disagreements in a constructive manner to minimize negative (personal) impact",4,5,,
164,560,SENIOR (14-15),Secondary,Job Specific Competencies,Contract Management,"Knowledge of the tools and techniques used to propose, plan, initiate, and manage contracts and other Federal funding instruments and the associated deliverables, deadlines, and contract terms and conditions.",3,,,
165,501,MID (10-13),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",2,3,,
166,501,MID (10-13),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",3,,,
167,510,MID (10-13),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",2,3,,
168,510,MID (10-13),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",3,,,
169,511,MID (10-13),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",2,3,,
170,511,MID (10-13),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",3,,,
171,560,MID (10-13),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",2,3,,
172,560,MID (10-13),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",3,,,
173,501,MID (10-13),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,2,,,
174,501,SENIOR (14-15),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,3,4,,
175,510,MID (10-13),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,2,,,
176,510,SENIOR (14-15),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,3,4,,
177,511,MID (10-13),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,2,,,
178,511,SENIOR (14-15),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,3,4,,
179,560,MID (10-13),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,2,,,
180,560,SENIOR (14-15),Leading,General Career Competencies,Leveraging Diversity,Fosters an inclusive workplace where diversity and individual differences are valued and leveraged to achieve the vision and mission of the organization.,3,4,,
181,501,SENIOR (14-15),Primary,Job Specific Competencies,Decision Support,"Knowledge of decision support theories, methods, and tools for identifying, synthesizing, representing, and evaluating the important aspects of a decision situation and prescribing the recommended course for decision makers and other stakeholders",5,,,
182,510,SENIOR (14-15),Primary,Job Specific Competencies,Decision Support,"Knowledge of decision support theories, methods, and tools for identifying, synthesizing, representing, and evaluating the important aspects of a decision situation and prescribing the recommended course for decision makers and other stakeholders",5,,,
183,511,SENIOR (14-15),Primary,Job Specific Competencies,Decision Support - Audit Execution,Conducts audits in accordance with Generally Accepted Government Auditing Standards (GAGAS) or Generally Accepted Auditing Standards (GAAS) to provide value-added recommendations that enable better utilization of resources and improvement of mission effectiveness.,5,,,
184,560,SENIOR (14-15),Primary,Job Specific Competencies,Decision Support,"Knowledge of decision support theories, methods, and tools for identifying, synthesizing, representing, and evaluating the important aspects of a decision situation and prescribing the recommended course for decision makers and other stakeholders",5,,,
185,501,ENTRY (7-9),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",1,2,3,
186,501,SENIOR (14-15),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",4,,,
187,501,MID (10-13),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",2,3,,
188,501,SENIOR (14-15),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",4,5,,
189,501,ENTRY (7-9),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,1,2,,
190,501,MID (10-13),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,3,,,
191,501,SENIOR (14-15),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,4,,,
192,501,SENIOR (14-15),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",4,,,
193,510,ENTRY (7-9),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",1,2,,
194,510,SENIOR (14-15),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",3,4,,
195,510,MID (10-13),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",2,3,,
196,510,SENIOR (14-15),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",4,5,,
197,510,ENTRY (7-9),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,1,2,,
198,510,SENIOR (14-15),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,3,4,,
199,510,SENIOR (14-15),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",4,,,
200,511,ENTRY (7-9),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",1,2,3,
201,511,SENIOR (14-15),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",4,,,
202,511,MID (10-13),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",2,3,,
203,511,SENIOR (14-15),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",4,5,,
204,511,ENTRY (7-9),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,1,2,,
205,511,MID (10-13),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,3,,,
206,511,SENIOR (14-15),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,4,,,
207,511,SENIOR (14-15),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",4,,,
208,560,ENTRY (7-9),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",1,2,,
209,560,MID (10-13),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",3,,,
210,560,SENIOR (14-15),Personal,General Career Competencies,Critical Thinking,"Identifies rules, principles, or relationships that explain facts, data, or other information; analyzes information and makes correct inferences or draws accurate conclusions",4,,,
211,560,MID (10-13),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",2,3,,
212,560,SENIOR (14-15),Personal,General Career Competencies,Flexibility,"Is open to change and new information; adapts behavior or work methods in response to new information, changing conditions, or unexpected obstacles; effectively deals with ambiguity.",4,5,,
213,560,ENTRY (7-9),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,1,2,,
214,560,MID (10-13),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,3,,,
215,560,SENIOR (14-15),Personal,General Career Competencies,Innovative Thinking,Uses imagination to develop new insights into situations and applies new solutions to problems; designs new methods where established methods and procedures are not suitable or are unavailable.,4,,,
216,560,SENIOR (14-15),Personal,General Career Competencies,Problem Solving,"Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations",4,,,
217,501,ENTRY (7-9),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",1,2,,
218,510,ENTRY (7-9),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",1,2,,
219,511,ENTRY (7-9),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",1,2,,
220,560,ENTRY (7-9),Personal,General Career Competencies,Customer Service,"Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services",1,2,,
221,501,MID (10-13),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,1,2,3,
222,501,SENIOR (14-15),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,4,5,,
223,501,ENTRY (7-9),Secondary,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",1,2,3,4
224,510,MID (10-13),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,1,2,3,
225,510,SENIOR (14-15),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,4,5,,
226,511,MID (10-13),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,1,2,3,
227,511,SENIOR (14-15),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,4,5,,
228,511,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",2,,,
229,560,MID (10-13),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,1,2,3,
230,560,SENIOR (14-15),Leading,General Career Competencies,Enterprise Perspective,An ability to think broadly and connect the dots among various aspects of the enterprise,4,5,,
231,560,SENIOR (14-15),Alternate,Job Specific Competencies,Fundamentals and Operations of Finance,"Knowledge of the basic principles, practices, and methods of financial management to include requisitions, apportionments, allotments, investments, fiscal management, activity reporting, and fiscal year guidelines.",2,,,
232,501,ENTRY (7-9),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",1,,,
233,510,ENTRY (7-9),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",1,,,
234,511,ENTRY (7-9),Personal,General Career Competencies,Written Communications,"Recognizes or uses correct English grammar, punctuation, and spelling; communicates information (for example, facts, ideas, or messages) in a succinct and organized manner; produces written information, which may include technical material, that is appropriate for the intended audience",1,,,
235,501,SENIOR (14-15),Primary,Job Specific Competencies,Financial Stewardship,"Manage, allocate, and monitor financial resources in compliance with laws, regulations, and policies, with sufficient transparency and appropriate internal controls to ensure these resources are efficiently applied to meet organizational goals and objectives, while considering the Federal Government's fiduciary duty to the Nation.",5,,,
236,501,SENIOR (14-15),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",4,,,
237,501,SENIOR (14-15),Secondary,Job Specific Competencies,Risk Management,"Knowledge of the principles, methods, and tools used for risk assessment and mitigation, including identification of opportunities and assessment of failures and their consequences.",4,,,
238,510,SENIOR (14-15),Primary,Job Specific Competencies,Financial Stewardship,"Manage, allocate, and monitor financial resources in compliance with laws, regulations, and policies, with sufficient transparency and appropriate internal controls to ensure these resources are efficiently applied to meet organizational goals and objectives, while considering the Federal Government's fiduciary duty to the Nation.",5,,,
239,510,SENIOR (14-15),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",4,,,
240,510,SENIOR (14-15),Secondary,Job Specific Competencies,Risk Management,"Knowledge of the principles, methods, and tools used for risk assessment and mitigation, including identification of opportunities and assessment of failures and their consequences.",4,,,
241,511,MID (10-13),Personal,General Career Competencies,Accountability,"Holds self and others accountable for measurable high-quality, timely, and cost-effective results; determines objectives, sets priorities, and delegates work; accepts responsibility for mistakes; complies with established control systems and rules.",4,,,
242,511,SENIOR (14-15),Primary,Job Specific Competencies,Financial Stewardship,"Manage, allocate, and monitor financial resources in compliance with laws, regulations, and policies, with sufficient transparency and appropriate internal controls to ensure these resources are efficiently applied to meet organizational goals and objectives, while considering the Federal Government's fiduciary duty to the Nation.",5,,,
243,511,SENIOR (14-15),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",4,,,
244,511,SENIOR (14-15),Secondary,Job Specific Competencies,Risk Management,"Knowledge of the principles, methods, and tools used for risk assessment and mitigation, including identification of opportunities and assessment of failures and their consequences.",4,,,
245,560,MID (10-13),Personal,General Career Competencies,Accountability,"Holds self and others accountable for measurable high-quality, timely, and cost-effective results; determines objectives, sets priorities, and delegates work; accepts responsibility for mistakes; complies with established control systems and rules.",4,,,
246,560,SENIOR (14-15),Primary,Job Specific Competencies,Financial Stewardship,"Manage, allocate, and monitor financial resources in compliance with laws, regulations, and policies, with sufficient transparency and appropriate internal controls to ensure these resources are efficiently applied to meet organizational goals and objectives, while considering the Federal Government's fiduciary duty to the Nation.",5,,,
247,560,SENIOR (14-15),Projects,General Career Competencies,Influencing and Negotiating,"Persuades others to accept recommendations, cooperate, or change their behavior; works with others towards an agreement; negotiates to find mutually acceptable solutions",4,,,
248,560,SENIOR (14-15),Secondary,Job Specific Competencies,Risk Management,"Knowledge of the principles, methods, and tools used for risk assessment and mitigation, including identification of opportunities and assessment of failures and their consequences.",4,,,
249,501,MID (10-13),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",2,3,,
250,501,SENIOR (14-15),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",4,,,
251,510,MID (10-13),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",2,3,,
252,510,SENIOR (14-15),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",4,,,
253,511,MID (10-13),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",2,3,,
254,511,SENIOR (14-15),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",4,,,
255,560,MID (10-13),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",2,3,,
256,560,SENIOR (14-15),Personal,General Career Competencies,Resilience,"Deals effectively with pressure; remains optimistic and persistent, even under adversity; recovers quickly from setbacks.",4,,,
257,501,SENIOR (14-15),Projects,General Career Competencies,Business Process Improvement,"Knowledge of methodologies relevant to understanding, analyzing, and optimizing existing business processes; documents and understands current business processes, identifies issues, suggests process improvements, participates in implementing improvements, or monitors to ensure that improvements work as designed.",4,,,
258,501,SENIOR (14-15),Primary,Job Specific Competencies,Financial Management Systems,"Knowledge of the standards, architecture, and specifications of automated financial systems, including source documents, system flows, system interfaces, and related internal controls",4,,,
